放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-08-04,04:05,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-08-04,05:20,THE TIME，🈑🈓イオンモール爆発「避難の対応」検証へ▽モナキ生出演！お得旅,熊本初の「酷暑日」に…被災者が作る情報共有サイト▽多摩動物公園のライオン3頭死ぬ…熱中症か▽独占！全英女子オープン優勝・桑木志帆の素顔▽Ado米フェスでトリ！
札幌,1 HBC,2026-08-04,08:00,ラヴィット！スノ宮舘プレゼンツ！ご当地キティクイズ！しょうこ＆あづきお姉さん共演,"▼はいだしょうこ×あづきお姉さん！国民的お姉さん2人夢のコラボ！名曲を大合唱＆爆笑お絵描き…
▼本当にあるのは？嘘を選べば即ビリビリ！ご当地キティドボンQ🈑"
札幌,1 HBC,2026-08-04,09:55,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-08-04,10:25,ひるおび🈑,あなたを“いたわる”1時間！天気痛・家事の裏ワザ・明日行きたいイベント情報…毎日忙しいあなたをちょっと笑顔にする情報にこだわってお届けします▼復活！亭主改造計画
札幌,1 HBC,2026-08-04,11:20,3分クッキング🈑【冷やし餃子の黒酢トマトソース】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-08-04,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-08-04,11:55,ひるおび🈑,その日一番の気になるニュースをかみ砕いて解説 生放送ならではの筋書きのない展開で恵俊彰があなたの“知りたい”に全力で応えます！！
札幌,1 HBC,2026-08-04,13:55,ゴゴスマ,発生1週間 地震活動続く被災地…連日厳しい暑さと断水 過酷な避難生活課題は 防災専門家が現地視察▼台風13号最新進路 🈀(予定)
札幌,1 HBC,2026-08-04,15:49,Nスタ🈑,嬉しいニュースに湧き立つ日も、つらいニュースで落ち着かない日も、夕方テレビをつければそこにある、いつもの顔、いつもの声、あなたのパートナーに、Nスタ。
札幌,1 HBC,2026-08-04,16:50,今日ドキッ！🈢【道民の英語力がキニナル！大通のビアガーデンで突撃チェック】,北海道グリーンランド40周年で新アトラクションが登場！岩見沢でぶらりと老舗の味めぐり▽スピードスケート髙木美帆さんに国民栄誉賞を授与！続け未来のアスリート
札幌,1 HBC,2026-08-04,19:00,THE神業チャレンジ★ピクサー！トイ・ストーリーの神＆男子バレー髙橋藍！緊急参戦,🈖🈑ピクサー神クイズに芸能人が挑む！「トイ・ストーリー5」リリーパッドの鼻部分の機能は何？▼バレーボール日本代表エース髙橋藍なら超難関バレー神業を撃破できる？
札幌,1 HBC,2026-08-04,20:00,バナナサンド☆ハモリ我慢成功率100%俳優・福原遥&細田佳央太が初挑戦SP🈖🈑🈓,過去4曲挑戦し全て成功中の福原遥がいきものがかり人気曲をノリノリで熱唱！初挑戦の若手注目俳優・細田佳央太もひとりカラオケで鍛えた圧巻の歌声披露▼3文字連想ゲーム
札幌,1 HBC,2026-08-04,20:55,マツコの知らない世界 北海道の品種も登場！最新スイカ&大人気！スクイーズ🈖🈑,栄養豊富で注目！スイカジュース/マツコびっくり！皮が薄くてキワまで甘いスイカ/人気スクイーズがスタジオに一挙集結/100円ショップで買える！？手作りスクイ...
札幌,1 HBC,2026-08-04,22:00,火曜ドラマ「君の好きは無敵」#4「かわいい」で得るもの、失くすもの、始まる♥もの,元コンサル草壁（松本若菜）が「好き」に目覚めて大爆進、偏屈デザイナー瀬尾（佐野勇斗）は現実に直面し、2人はすれ違い!? 仕事にも私生活にも♥にも、今夜大事...
札幌,1 HBC,2026-08-04,22:57,HBC天気予報,道内の天気予報をお伝えします。dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。
札幌,1 HBC,2026-08-04,23:00,news23🈑あなたと、あなたの身近な人にとって大切なニュースを,どこよりもわかりやすく、わかりやすい言葉で、色んな人の意見、色んな声、色んな視点と共にお伝えします。経験豊富な23ジャーナリストたちが、ニュースを深掘りします。
札幌,1 HBC,2026-08-04,23:56,EzoDrive,北海道のスタートアップを応援するHBCが、北海道でビジネスをDriveし、全国〜世界へ羽ばたくスタートアップ企業を紹介！
札幌,1 HBC,2026-08-04,23:59,クレイジージャーニー☆砂漠で奇跡の花園を撮る野村哲也＆奇界遺産・佐藤健寿🈑,クレイジージャーニーが誇る2大写真家SP！砂漠に突如現れる奇跡の花園を撮る・野村哲也＆これまで120か国以上を巡り奇妙！不思議！な光景を撮り続けてきた佐藤健寿
札幌,2 NHKEテレ..,2026-08-04,05:30,しあわせ気分のフランス語（18）最高の体験だった！,自分のライフスタイルを大切にし、人を愛し、モノを大切にするフランス人の暮らしの中に、幸せのヒントを見つけます。口にすれば思わず笑顔になるフレーズも学びましょう！
札幌,2 NHKEテレ..,2026-08-04,05:50,5分でみんなの手話（9）食べ物・飲み物🈑🈐,今回のテーマは「食べ物・飲み物」です。会話を通して、すぐに使える手話表現を学びましょう。
札幌,2 NHKEテレ..,2026-08-04,05:55,ハートネットTV ＃ろうなん はじめましての2人旅 in台湾🈖🈑🈐🈞,耳が聞こえないダンサーと、台湾人のアクロバットダンサーが台北で2泊3日の旅へ！名物の夜市や伝統の人形劇を体験しながら心を通じ合わせる2人。旅で得た気づきとは？
札幌,2 NHKEテレ..,2026-08-04,06:25,テレビ体操🈑,【出演】鈴木大輔，我喜屋佑衣，杉井勇介，森山雅斗，【ピアノ】細貝柊
札幌,2 NHKEテレ..,2026-08-04,06:35,みんなのうた「おじいちゃんちへいこう」／「うんだらか うだすぽん」,【10年代】「おじいちゃんちへいこう」うた：氷川きよし（2016年）／「うんだらか うだすぽん」うた：ハナレグミ と うんだらか楽団（2017年）
札幌,2 NHKEテレ..,2026-08-04,06:40,プチプチ・アニメ こにぎりくん「いただきます！」,三角ボディにごま塩頭、元気なおにぎりの男の子、こにぎりくん。お友達のケロッケやペットのブロッコリーと、今日は何をして遊ぼうかな？
札幌,2 NHKEテレ..,2026-08-04,06:45,ピタゴラスイッチ▽しいたけ成長 ▽ひとみしりのコッピー ▽オノマトペのうた🈑,世の中をピタゴラ的ユニークな見方で伝えます。今回は「ひとみしりのコッピー 目玉のつくりかた」ほか。
札幌,2 NHKEテレ..,2026-08-04,06:55,Eテレ0655 火曜日🈑,1日のはじまりをつくる5分番組『0655』。「日めくりアニメ」「おはようソング」などの楽しいコーナーで、あなたを送り出します
札幌,2 NHKEテレ..,2026-08-04,07:00,The Wakey Show ベストセレクション🈑,全国のこどもたちに向け、DJウェイキーとその仲間たちが、今日一日が楽しくなるinterestingな情報をお届けするエデュテインメントショウ！
