放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-07-28,04:05,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-07-28,05:20,THE TIME，🈑🈓関東各地でゲリラ雷雨…今年は頻発か？ 九州では初の酷暑日に,ベストセラー作家・東野圭吾さん（68）死去▽大規模火災「火災積乱雲」の脅威▽物価高対策で論戦も消費税減税の行方は…▽「若者トレンド」会議▽直撃！上戸彩 始球式
札幌,1 HBC,2026-07-28,08:00,ラヴィット！卓球金銀メダリストが直接対決‼河内大和とスノ佐久間と3分歌チャレンジ,"🈑▼前回初出演で大反響！河内大和が早くも火曜ラヴィットに再び参戦！ビリビリなるか!?
▼ターゲットビリビリクイズ卓球・水谷＆吉村真晴メダリストコンビがスゴ..."
札幌,1 HBC,2026-07-28,09:55,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-07-28,10:25,ひるおび🈑,日本そして世界のニュースの「真相、裏側」をスタジオから3時間半生放送 恵俊彰があなたの「知りたい」にとことん迫る！その道のプロとどこよりも深く詳しく徹底分析！
札幌,1 HBC,2026-07-28,11:20,3分クッキング🈑【ひじきの煮もの】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-07-28,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-07-28,11:55,ひるおび🈑,日本そして世界のニュースの「真相、裏側」をスタジオから3時間半生放送 恵俊彰があなたの「知りたい」にとことん迫る！その道のプロとどこよりも深く詳しく徹底分析！
札幌,1 HBC,2026-07-28,13:55,ゴゴスマ,暑さ継続…関東ゲリラ雷雨おそれ“警報級”大雨注意も 台風13号発生今後は▼物議…大阪駅前になぜ“多数ブロック設置” 🈀(予定)
札幌,1 HBC,2026-07-28,15:49,Nスタ🈑,嬉しいニュースに湧き立つ日も、つらいニュースで落ち着かない日も、夕方テレビをつければそこにある、いつもの顔、いつもの声、あなたのパートナーに、Nスタ。
札幌,1 HBC,2026-07-28,16:50,今日ドキッ！🈢【大正3年生まれ愛されるロングセラー▽金曜は花火！豊平周辺ぶらり】,あすから王位戦…藤井王位▽金曜は花火豊平川…エリアをぶらり▽ソフトボール全国一へ▽今週の気温は？気になるお天気▽電話で参加♪賞金当たる「ランクイ〜ン」
札幌,1 HBC,2026-07-28,19:00,THE神業チャレンジ★タイムレス篠塚VS神業クレーン＆バド桃田VS超強豪！高校生,超人気！timelesz篠塚大輝が一橋大現役頭脳を武器に神業クレーン初参戦！100万円獲得なるか？▼バドミントン桃田賢斗選手が強豪校の神高校生とガチ対決！🈖🈑
札幌,1 HBC,2026-07-28,20:00,バナナサンド☆ハモリ我慢に俳優・千葉雄大＆元ハロプロ鈴木愛理が初参戦SP★🈖🈑🈓,ハモリ我慢に初参戦！ミュージカル出演経験のある千葉雄大がちゃんみなの名曲！元ハロプロ鈴木愛理は荒井由実「ルージュの伝言」で挑戦▼ワード回転寿司で全員が大パニック
