放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-08-16,04:45,ライフライン 日本におけるキリスト教の歴史シリーズ「あの日、神はどこに」,日本におけるキリスト教の歴史シリーズ第二弾。東京基督教大学の山口陽一さんをお迎えします。
札幌,1 HBC,2026-08-16,05:15,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-08-16,05:45,日本のチカラ 希望 〜しあわせ育む難病少年〜🈑,島根県に暮らす、骨形成不全症という難病の三代愛大さん（10）。車いす生活ですが、元気で利発な男の子。ペットは二ホンウナギのちい、特技は料理。成長と希望の物...
札幌,1 HBC,2026-08-16,06:15,ハイグレードS,北のハイグレード食品を紹介する「ハイグレードS」商品はHBCショップで限定販売中！
札幌,1 HBC,2026-08-16,06:30,堀内美里の言いたいことは山々ですが🈞,WEBマガジンSitakkeで連載中の「堀内美里の言いたいことは山々ですが」連動番組。北海道の絶景と絶品山ごはん！クマ対策などの山の基本情報もお伝えしています。
札幌,1 HBC,2026-08-16,06:45,JNNニュース🈐,最新のニュースをお伝えします。
札幌,1 HBC,2026-08-16,07:00,健康カプセル！ゲンキの時間🈖🈑【その習慣が脂肪肝を招く！？肝臓リセット大作戦】,日本の成人の約4人に1人が「脂肪肝」と言われており、近年増加傾向にあるそうです。そこで今回は、脂肪肝の原因や改善法などを専門医に教えてもらいます。
札幌,1 HBC,2026-08-16,07:30,がっちりマンデー！！キャンプ市場！百億稼ぐ燕三条㊙道具！超快適ドームテントBBQ,🈑キャンパー御用達アイテム「鹿番長」は燕三条の熟練技術★普通車の屋根切ってキャンピングカーに大改造⁉快適キャンプ「グランピング」で超儲かる会社の母体はスーパー⁉
札幌,1 HBC,2026-08-16,08:00,サンデーモーニング🈑,"▼首都圏をおそった記録的豪雨 発生のプロセスを解明
▼熊本 インフラ寸断で影響拡大
▼米中間選挙で“劣勢”トランプ大統領が頼る“奇策”とは
▼81回目の終戦の日"
札幌,1 HBC,2026-08-16,09:54,サンデー・ジャポン 中田敦彦・大予言SP！高市政権と日本経済▽全国初…レベル5大雨,大予言SP！オリラジ中田敦彦と考える高市政権と日本経済・円安・靖国参拝・北方領土▽海外“教育移住”実態▽リーゼント刑事の地元・徳島を取材…阿波踊り“盗撮”...
札幌,1 HBC,2026-08-16,11:23,ガッチャンコHBC★HBCテレビのおすすめ番組,HBCテレビで家族をガッチャンコ★ドラマ・バラエティ・ドキュメンタリー・・・おうち時間は「もんすけ1チャンネル」！HBCテレビのおすすめ番組を紹介します。
札幌,1 HBC,2026-08-16,11:29,HBC天気予報,道内の天気予報をお伝えします。dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。
札幌,1 HBC,2026-08-16,11:35,上田晋也のサンデーQ🈑上田が現場へ！新宿の巨大再開発＆20年ぶり歌舞伎町を歩く！,夏休み特別編！上田とダイアン津田・川島如恵留が“世界一難しい工事現場⁉”に潜入！1日330万人が行き交う駅の足元で進む驚きの工夫▼昭和平成令和の新宿ビフォ...
札幌,1 HBC,2026-08-16,12:54,HBC天気予報,道内の天気予報をお伝えします。dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。
