放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-09-24,04:20,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-09-24,05:20,THE TIME，池江璃花子がアジア大会3大会連続メダル▽出張中継TIME米収穫🈑🈓,台風去った後なぜ…千葉・印旛沼の堤防決壊▽アジア大会ニュースターが続々登場！競泳男子21歳の光永が日本新で金▽米倉涼子＆内田有紀▽若者の手帳事情
札幌,1 HBC,2026-09-24,08:00,ラヴィット！ライン神返信選手権▼浜野謙太「仲良くなりたい!」大作戦!日帰り大洗旅🈑,返信に困るラインどう返す?ライン神返信選手権▼似ている有名人が誰か当てろ!そっくりさんクイズ▼日帰り大洗旅!浜野謙太45歳 木曜メンバーと仲良くなりたい大...
札幌,1 HBC,2026-09-24,09:55,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-09-24,10:25,ひるおび🈑,あなたを“いたわる”1時間！天気痛・家事の裏ワザ・明日行きたいイベント情報…毎日忙しいあなたをちょっと笑顔にする情報にこだわってお届けします▼復活！亭主改造計画
札幌,1 HBC,2026-09-24,11:20,3分クッキング🈑【豚だんご、舞茸、ごぼうの梅煮】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-09-24,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-09-24,11:55,ひるおび🈑【冠水・土砂災害相次ぐ 台風26号発生・今後の影響は】,冠水・土砂災害相次ぐ 台風26号発生・今後の影響は ▽福岡で3歳児が死亡 飲酒運転で68歳男逮捕 ▽アジア大会最新情報
札幌,1 HBC,2026-09-24,13:55,ゴゴスマ,様々な事が起こる平日の午後、あらゆるジャンルの関心事を「生」にこだわってMC石井亮次がわかりやすくお届け！
札幌,1 HBC,2026-09-24,15:40,HBCニュース,道内の最新ニュースと天気予報をお伝えします。
札幌,1 HBC,2026-09-24,15:49,Nスタ🈑,この日のニュースをまとめてお伝えします。
札幌,1 HBC,2026-09-24,16:30,アジア大会 60年ぶり金メダルへ！卓球男子団体決勝 日本vs中国 ＆競泳決勝 🈑🈓,『事実上の世界一決定戦』卓球！日本のエース・張本智和 率いる男子団体は60年ぶりの金メダルをかけ、8連覇中の中国に挑む！競泳界のヒロイン池江璃花子は個人初...
札幌,1 HBC,2026-09-24,18:59,アジア大会 愛知・名古屋🈑🈓,"32年ぶりの日本開催「アジア大会 愛知・名古屋」
日本のトップアスリートたちが地元の大声援を受け、アジア48億人の頂点へ！"
札幌,1 HBC,2026-09-24,19:00,アジア大会★決勝戦★卓球女子団体VS中国！ 事実上の世界頂上決戦勝つのは？🈑🈓,60年ぶりの金メダルなるか？張本美和・早田ひな擁する最強ニッポン出陣▼陸上・女子10000m決勝・田中希美＆東京世界陸上の熱狂再び！混合4×400mリレー予選
札幌,1 HBC,2026-09-24,23:27,HBC天気予報,"道内の天気予報をお伝えします。
dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。"
札幌,1 HBC,2026-09-24,23:30,news23🈑あなたと、あなたの身近な人にとって大切なニュースを,どこよりもわかりやすく、わかりやすい言葉で、色んな人の意見、色んな声、色んな視点と共にお伝えします。経験豊富な23ジャーナリストたちが、ニュースを深掘りします。
札幌,2 NHKEテレ..,2026-09-24,05:30,しあわせ気分のスペイン語（24）総復習,スペイン北西部のガリシア地方。豊かな大自然に生きる人々の暮らしに密着しながら、初歩的な会話を学ぶ新シリーズ。前園真聖さんと一緒にしあわせになるヒントを探そう！
札幌,2 NHKEテレ..,2026-09-24,05:50,NHK高校講座 日本史探究 江戸幕府の外交政策🈑,日本史を探究！タレント秋元真夏が江戸幕府の外交政策を探究！17世紀前半、日本は海外とどのような関係を結んでいたのだろう？
札幌,2 NHKEテレ..,2026-09-24,06:10,きょうの健康 あきらめないで！皮膚の自己免疫疾患「全身性強皮症」🈖🈑,全身性強皮症は、免疫の異常によってコラーゲンが過剰に作られ、皮膚が硬くなる病気。ステロイドや免疫抑制薬のほか、最近登場した生物学的製剤など、最新の治療法を紹介。
札幌,2 NHKEテレ..,2026-09-24,06:25,テレビ体操🈑,【出演】岡本美佳，舘野伶奈，吉江晴菜，新井庸太，【ピアノ】能條貴大
札幌,2 NHKEテレ..,2026-09-24,06:35,みんなのうた「WAになっておどろう 〜イレ アイエ〜」,90年代／「WAになっておどろう 〜イレ アイエ〜」うた：AGHARTA（1997年）
札幌,2 NHKEテレ..,2026-09-24,06:40,プチプチ・アニメ ニャッキ！「ニャッキペン」,マイペースだけど好奇心いっぱいのニャッキ。街のいたるところに出没しては、大冒険をくりひろげ、大ピンチ！なんてこともしばしば。今日はどんな冒険が待っているかな？
札幌,2 NHKEテレ..,2026-09-24,06:45,ピタゴラスイッチ▽なんのどうぶつ？ あててみて！🈑,今日は「なんのどうぶつ？」を2つ続けてどうぞ。ピタゴラ装置アカデミア「くるり装置」ほか。
札幌,2 NHKEテレ..,2026-09-24,06:55,Eテレ0655 木曜日🈑,1日のはじまりをつくる5分番組『0655』。「日めくりアニメ」「おはようソング」などの楽しいコーナーで、あなたを送り出します
札幌,2 NHKEテレ..,2026-09-24,07:00,The Wakey Show ベストセレクション🈑,全国のこどもたちに向け、DJウェイキーとその仲間たちが、今日一日が楽しくなるinterestingな情報をお届けするエデュテインメントショウ！
札幌,2 NHKEテレ..,2026-09-24,07:20,アニメ はなかっぱ「やどりぎ人生」「はなかっぱは有名人！？」🈑🈓,頭の上に花が咲くかっぱ「はなかっぱ」と個性豊かな仲間たち、そして謎の花「わか蘭」を狙う黒羽屋蝶兵衛一味が、緑いっぱいの「やまびこ村」で、てんやわんやの大騒ぎ！
札幌,2 NHKEテレ..,2026-09-24,07:30,みいつけた！ 木曜日🈑,4歳ごろから楽しみながら学べる教育的エンターテインメント番組。友達と遊ぶ楽しさ、命の不思議、できる喜び等さまざまな「発見」を通して楽しむことができる番組です。
札幌,2 NHKEテレ..,2026-09-24,07:45,おかあさんといっしょ 木曜日🈑,2歳ごろから楽しめる教育エンターテインメント番組。歌・体操・人形劇・アニメなど楽しいコーナーがいっぱい！幼児の情緒や表現、言葉や身体の成長を応援します。
札幌,2 NHKEテレ..,2026-09-24,08:10,いないいないばあっ！ 木曜日🈑,粘土遊びってたのしいね。おうちゃんは何をつくるのかな？▼うた「たいこたいこ どんどん！」、▼童謡「おすもうくまちゃん」。番組の最後におともだちの絵を紹介します。
札幌,2 NHKEテレ..,2026-09-24,08:25,アニメ おじゃる丸「電ボ やめると代わりに言いますサービスを使う」🈑,千年前のヘイアンチョウから月光町にやってきたおじゃる丸が、小学生のカズマや町の人々、あとを追ってきた子鬼（おに）たちとゆかいな騒動（そうどう）をまきおこします。
札幌,2 NHKEテレ..,2026-09-24,08:35,でこぼこポン！ つかれと上手につきあう発明品🈑,発達障害などの子が、ドラマやゲームで楽しくスキルアップ！今回は、疲れをためこみやすい子をサポートする。／出演：鳥居みゆき。声の出演：吉岡里帆ほか
札幌,2 NHKEテレ..,2026-09-24,08:45,プチプチ・アニメ リヴ＆ベル「マリモの星の仲間たち」,リヴちゃんは大きな水玉リボンがトレードマークの女の子。ハリネズミのベルくんと行くさきには、いつも不思議な事がまっています。
札幌,2 NHKEテレ..,2026-09-24,08:50,まいにちスクスク 親子で楽しむ公園遊び（3）縄とびやボールの遊び方🈑,健康、食事、遊びなど、子育ての気になる情報やちょっとしたお役立ちアイデアをお送りする「まいにちスクスク」！魔法の5分で、あなたの子育てがもっと楽しくなりますよ！
札幌,2 NHKEテレ..,2026-09-24,08:55,みんなのうた「マスク・ド・カメロ」,SPアンコール／「マスク・ド・カメロ」作詞：新藤晴一、作曲：岡野昭仁、編曲：立崎優介・田中ユウスケ・PORNOGRAFFITTI、うた：ポルノグラフィティ
札幌,2 NHKEテレ..,2026-09-24,09:00,ドスルコスル「こうする！多文化共生への一歩」🈖🈑,「世の中の課題とどう向き合う？」そのヒントを子どもたちに提示する番組。今回のこうする編では、多文化共生について考え始めた新宿区の6年生の活動を紹介。
札幌,2 NHKEテレ..,2026-09-24,09:10,姫とボクはわからないっ SNS投稿には気をつけろ！の巻🈖🈑,ネットやスマホとのつきあい方を学べるドラマ。中学2年生になったスグル。念願のSNS投稿デビューを果たすも、まさかの落とし穴が。【出演】新津ちせ、藤森慎吾
札幌,2 NHKEテレ..,2026-09-24,09:20,Q〜こどものための哲学「なんで夜はこわいの？」🈑,日本初の子ども向け哲学番組。少年Qくんが抱いた不満や願望に、ぬいぐるみのチッチがなぜそう思ったのかを問いかけ、対話をしながら、自分なりの答えを探求していく人形劇
札幌,2 NHKEテレ..,2026-09-24,09:35,えいごでがんこちゃん「あ、あぶないよ！」🈖,がんこちゃんが、道にあいた穴に落ちそうになっている。あ！がんこちゃん、あぶないよ！でも、がんこちゃんは穴に落ちてしまう。どうやって助けたらいいの？！
札幌,2 NHKEテレ..,2026-09-24,09:40,エイゴビート2 Who is he？／だれかな？🈖,リズムに乗って体を動かし、楽しく英語を身につけよう！英語ビギナーのキッズが、習ったキーフレーズを引っさげて外国人との会話に挑戦。小学3、4年向け。出演・すみれ
札幌,2 NHKEテレ..,2026-09-24,09:50,小学生の基礎英語 on TV He is nice．🈖,サンシャイン池崎が小学生と英語をエンジョイ！街の外国人にインタビューしたり、海外の小学生とオンラインで話したり、小学校で学ぶ英語を使い楽しくコミュニケーション！
札幌,2 NHKEテレ..,2026-09-24,10:00,NHK高校講座 英語コミュニケーションⅠ 小ばなしを聞かせよう,日本の小ばなしを英語で演じてみよう。面白さが伝わるようにするにはどんな工夫が必要なのか。英語落語のエキスパート桂かい枝さんに実演を交えて教えてもらう。
札幌,2 NHKEテレ..,2026-09-24,10:20,NHK高校講座 ベーシック英語 英語でヘルプ大作戦！,中学校までの英語のつまずきポイントを基礎からしっかり学べる講座です。今回は、命令文の使い方を学習しましょう。
札幌,2 NHKEテレ..,2026-09-24,10:30,NHK高校講座 物理基礎 温度と熱🈑,体温計で「熱を測る」って言うけれど、測っているのは「温度」？熱と温度の違いは何？熱の正体を解き明かすと、水が氷になったり水蒸気になる理由も明らかになるよ！
札幌,2 NHKEテレ..,2026-09-24,10:50,NHK高校講座 ベーシック数学 2直線の位置関係🈑,2つの直線が平行でない場合、交わる点、つまり交点ができます。この交点の座標を求めるにはどうすればよいのでしょうか。パパっとわかる問題に挑戦です。
