放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-08-12,04:20,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-08-12,05:20,THE TIME，🈑🈓異例”逆走”ルートで台風15号が関東上陸 お盆直撃で影響は,イオン一転して「一時入館認めた」イオンモール爆発事故▽VIVANTドラム×アジア大会▽進化する水遊びグッズ▽琵琶湖の花火大会”主催者”とみられる音声入手
札幌,1 HBC,2026-08-12,08:00,ラヴィット！絶品ハンバーグ争奪！キャッチコピーGP☆さらば＆エルフ参戦！ボケっこ,▼ツッコミワードを引き出すボケっこ！キャラボケに藤咲も参戦！絶品グルメ争奪のキャッチコピーGP！川島の回答は？▼赤坂サイファーの新曲完成＆新メンバーも発表！🈑
札幌,1 HBC,2026-08-12,09:55,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-08-12,10:25,ひるおび🈑,あなたを“いたわる”1時間！天気痛・家事の裏ワザ・明日行きたいイベント情報…毎日忙しいあなたをちょっと笑顔にする情報にこだわってお届けします▼復活！亭主改造計画
札幌,1 HBC,2026-08-12,11:20,3分クッキング🈑【すりおろし野菜のピーマン肉詰め】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-08-12,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-08-12,11:55,ひるおび🈑台風15号が関東直撃“爪痕”は？異例の西から列島横断で通過後も大雨に警戒,琵琶湖の花火大会が突然の中止…チケット購入者が困惑…返金は？主催者を知る関係者を独自取材▽進化系自販機が人気！今や飲み物だけじゃない！！まさかの婚約指輪も
札幌,1 HBC,2026-08-12,13:55,ゴゴスマ,様々な事が起こる平日の午後、あらゆるジャンルの関心事を「生」にこだわってMC石井亮次がわかりやすくお届け！
札幌,1 HBC,2026-08-12,15:49,Nスタ🈑,嬉しいニュースに湧き立つ日も、つらいニュースで落ち着かない日も、夕方テレビをつければそこにある、いつもの顔、いつもの声、あなたのパートナーに、Nスタ。
札幌,1 HBC,2026-08-12,16:50,今日ドキッ！🈢,北海道きょうの最新ニュースをイッキ見せ▽ホットな話題をズバッと「もうひとホリ」▽コメンテーターが独自目線で何を語る！？▽みなさんが知りたい「今」をお届け！
札幌,1 HBC,2026-08-12,19:00,世界くらべてみたら★上白石萌音＆関口メンディー世界でアルバイト！,オーストラリアのドーナツ屋アルバイトに上白石萌音が挑戦！メンディーはロサンゼルスの人気レストランでウェイターに挑戦！果たして2人はいくら稼げるのか！？
札幌,1 HBC,2026-08-12,20:00,今さらシロー！岡田准一＆ロバート秋山が木更津へ！キャッツアイ聖地ヒロインと再会,ホテル三日月・道の駅・海の幸…移住者急増！なぜ木更津は人気？そして岡田20年ぶり『木更津キャッツアイ』聖地凱旋！サプライズ続々！綾小路翔＆ヒロイン酒井若菜と再会
札幌,1 HBC,2026-08-12,20:54,道民1000人が選ぶ北海道ゆかりのアーティストソング ベスト10★栄光の1位は,道民1000人アンケートだけで作った本気のランキング！北海道ゆかりの名曲ベスト10を発表▽松山千春、中島みゆき、GLAY…あの名曲は何位？▽蔦谷好位置が徹底解説
札幌,1 HBC,2026-08-12,21:58,フラッシュニュース🈑,最新のニュースをお伝えします。
札幌,1 HBC,2026-08-12,22:00,「トーキング千鳥」好評第2弾★千鳥VS話題の有名人10名！東京は天国or地獄SP,スノーマン深澤・TAKAHIRO・中条あやみ・フルーツジッパー仲川・霜降りせいや…東京ってヤバい？㊙本音トーク連発に千鳥爆笑！ノブは完全に東京に染まった？🈑
札幌,1 HBC,2026-08-12,22:57,HBC天気予報,道内の天気予報をお伝えします。dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。
札幌,1 HBC,2026-08-12,23:00,news23🈑あなたと、あなたの身近な人にとって大切なニュースを,どこよりもわかりやすく、わかりやすい言葉で、色んな人の意見、色んな声、色んな視点と共にお伝えします。経験豊富な23ジャーナリストたちが、ニュースを深掘りします。
札幌,1 HBC,2026-08-12,23:56,ジンギス談！★若手の最注目コンビ「9番街レトロ」が大暴れ！？,1人で即興ネタライブを主催するほどストイックと噂の京極が「1分間モノボケ」に挑む！ツッコミ界のホープと言われるなかむらは「情熱ツッコミテスト」で極限状態に！？
札幌,2 NHKEテレ..,2026-08-12,05:30,しあわせ気分のドイツ語（18）感想を伝える表現,テーマは「ことば×ライフスタイル」。ドイツの若者のリアルな暮らしで交わされる会話から、生きたドイツ語表現を学び、ドイツ流ライフスタイルやその価値観に触れる番組。
札幌,2 NHKEテレ..,2026-08-12,05:50,NHK高校講座 地理探究 地球環境問題🈑,世界の地理を探究する番組！謎解きクリエイター松丸亮吾と一緒に、地球環境問題を探究しよう！中央アジアの「陸地に置かれた古びた船」の写真。なぜこのような状況に！？
札幌,2 NHKEテレ..,2026-08-12,06:10,きょうの健康 ひざの痛み タイプ別徹底対策「あなたの痛みの原因は？」🈖🈑,ひざの痛みの原因は、最も多い「変形性ひざ関節症」の他「半月板損傷」「ランナーひざ」「ジャンパーひざ」などさまざま。原因の見分け方と対処法について詳しく解説する。
札幌,2 NHKEテレ..,2026-08-12,06:25,テレビ体操🈑,【出演】鈴木大輔，舘野伶奈，我喜屋佑衣，福島波奈，杉井勇介，【ピアノ】能條貴大
札幌,2 NHKEテレ..,2026-08-12,06:35,みんなのうた「あさな ゆうな」／「ばぶるばす」,00年代／「あさな ゆうな」うた：城 南海（2009年）／「ばぶるばす」うた：いはたじゅり（2001年）
札幌,2 NHKEテレ..,2026-08-12,06:40,プチプチ・アニメ 森のレシオ「光のいせき」,氷の世界に住む少女レシオとその友だち、毛むくじゃらのジャモン。ふたりは、出かけ先で出会った精霊や不思議な生き物たちから、さまざまなことを学んでゆきます。
