放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-08-28,04:20,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-08-28,05:20,THE TIME，🈑🈓豪雨列島…石川・富山で被害 危険な雨続く秋雨前線に週末警戒,熊本地震1か月「子どもたちが見た震災」▽VIVANT最新映像▽芸術家・草間彌生さん追悼の声▽夏休み急増子どもの睡眠障害生活リズム戻すために▽今持つべき防災グッズ
札幌,1 HBC,2026-08-28,08:00,ラヴィット！自由研究にピッタリ！水に沈む浮くビリビリドボン＆しなことリズムゲーム,▼夏休みの駆け込み自由研究に！〇〇は水に浮く？沈む？ビリビリドボン▼『原宿のカリスマ』しなこと新リズムゲーム▼青木マッチョ憧れの男が筋肉×カラオケゲームに参戦！
札幌,1 HBC,2026-08-28,09:55,マイタウンあさひかわ 〜手話でつながる やさしいまち〜🈐,40年間、旭川市の話題をお届けしていた「マイタウンあさひかわ」が、放送時間もボリュームアップして、5か月ぶりに復活！テーマは「手話」。視聴者プレゼントも！
札幌,1 HBC,2026-08-28,10:25,ひるおび【激安バーゲン出口調査…見せて！自慢の戦利品▼懐かし風太くん100歳に!?】,最大80%オフ！日本最大級アウトレットで出口調査「いくらお得に何を買った？」買い物の達人が続出▼20年前の今日は何の日？立つレッサーパンダ▼最新ニュースラ...
札幌,1 HBC,2026-08-28,11:20,3分クッキング🈑【冷やしあんかけ茶碗蒸し】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-08-28,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-08-28,11:55,ひるおび🈑【石川・富山で13河川氾濫「腰まで水が…」▽ネパール大規模土石流】,原因は？日本人5名と連絡取れず▽北陸だけでなく東海地方でも大雨に警戒▽熊本地震から1か月…相次ぐ宿泊キャンセル「九州応援割」登場へ
札幌,1 HBC,2026-08-28,13:55,ゴゴスマ,最新情報…石川富山で記録的大雨 きょうにかけ厳重警戒 河川氾濫に土砂崩れも 集落孤立…被害全貌は▼各地も大気不安定に 🈀(予定)
札幌,1 HBC,2026-08-28,15:49,Nスタ【腰まで濁流、集落孤立 列島相次ぐ異常豪雨…】🈑,嬉しいニュースに湧き立つ日も、つらいニュースで落ち着かない日も、夕方テレビをつければそこにある、いつもの顔、いつもの声、あなたのパートナーに、Nスタ。
