放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-09-10,04:20,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-09-10,05:20,THE TIME，🈑🈓櫻坂46キャプテン松田里奈グループ卒業の心境・経緯を生報告,災害列島に豪雨の爪痕▽警戒！“新型インフル”再来か▽最新iPhone情報「折りたたみ式」発売か▽今知りたい秋の食中毒▽福山雅治楽曲への思い▽生出演バレー木村沙織
札幌,1 HBC,2026-09-10,08:00,ラヴィット！丸山隆平参戦!コレ何だっけQ&女性に聞いた年下に嫌われる先輩の特徴は?🈑,SUPER EIGHT丸山隆平が参戦！何か見たことがあるけど思い出せない…陣取りコレ何だっけ？クイズ▼女性1000人に聞いた!それ正解!「き」で始まる年下...
札幌,1 HBC,2026-09-10,09:55,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-09-10,10:25,ひるおび🈑,あなたを“いたわる”1時間！天気痛・家事の裏ワザ・明日行きたいイベント情報…毎日忙しいあなたをちょっと笑顔にする情報にこだわってお届けします▼復活！亭主改造計画
札幌,1 HBC,2026-09-10,11:20,3分クッキング🈑【なすの天ぷら 四川風】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-09-10,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-09-10,11:55,ひるおび🈑【記録的大雨の影響は？ 週末の天気はどうなる▽コンビニ発アパレル】,記録的大雨の影響は？ 週末の天気はどうなる ▽コンビニ発アパレル 大手出揃い“秋の陣” ▽被災者にウソの工事費要求か
札幌,1 HBC,2026-09-10,13:55,ゴゴスマ,前線が停滞 各地で災害級大雨続く 被害の状況は？週末は再び気温上昇 30℃超も▼新名神6人死亡事故“ながら運転”求刑は 🈀(予定)
札幌,1 HBC,2026-09-10,15:49,Nスタ🈑,嬉しいニュースに湧き立つ日も、つらいニュースで落ち着かない日も、夕方テレビをつければそこにある、いつもの顔、いつもの声、あなたのパートナーに、Nスタ。
札幌,1 HBC,2026-09-10,16:50,今日ドキッ！🈢【▽箱館はなぜ函館に？禁じられた港町の名…変えられたその秘史とは】,紅ズワイ＆きんつば！北陸甲信越グルメ秘話▽揺れるスケート王国…どうなる「陸リンク」▽不登校の先輩が伝える人生どん底からの再起▽電話で賞金当たる「ランクイ〜ン」
札幌,1 HBC,2026-09-10,19:00,プレバト【芸能人夫婦対抗「夫婦ゲンカ俳句」丸シールで芸術作品！世界遺産を再現】🈑,アイデア満点ガラスアートで特待生！紅白アーティストvs日本アカデミー俳優★モアイ清水寺タージマハル…丸シールだけで再現★石原伸晃夫妻㊙ケンカ＆梅沢富美男の愛妻句
札幌,1 HBC,2026-09-10,21:00,櫻井・有吉THE夜会🈑MC9年半ぶり2人ロケ！松村北斗今田美桜と料理,"約9年半ぶり！櫻井＆有吉がロケへ！カインズで家事ラクグッズを爆買い！
新企画！名店の味を簡単に再現！夜会THEキッチンに松村北斗＆今田美桜が参戦！"
札幌,1 HBC,2026-09-10,22:57,HBC天気予報,道内の天気予報をお伝えします。dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。
札幌,1 HBC,2026-09-10,23:00,news23🈑あなたと、あなたの身近な人にとって大切なニュースを,どこよりもわかりやすく、わかりやすい言葉で、色んな人の意見、色んな声、色んな視点と共にお伝えします。経験豊富な23ジャーナリストたちが、ニュースを深掘りします。
札幌,2 NHKEテレ..,2026-09-10,05:30,しあわせ気分のスペイン語（22）地元のチーズを味わう,スペイン北西部のガリシア地方。豊かな大自然に生きる人々の暮らしに密着しながら、初歩的な会話を学ぶ新シリーズ。前園真聖さんと一緒にしあわせになるヒントを探そう！
札幌,2 NHKEテレ..,2026-09-10,05:50,NHK高校講座 日本史探究 探究2 歴史資料と近世の展望🈑,日本史を探究！今回はより深く読み解いていく探究回！タレント秋元真夏と高校生たちが、さまざまな資料から近世という時代の特色を探究していく。
札幌,2 NHKEテレ..,2026-09-10,06:10,きょうの健康“筋トレ”を高齢者にも！これが筋肉新常識「総負荷量」重視🈖🈑,筋肉量を増やすには「総負荷量」をいかにして増やすかが重要である。低い強度の筋トレでも、回数やセット数を積み重ねれば効果はあがる。疲労感を抑えられる筋トレを紹介。
札幌,2 NHKEテレ..,2026-09-10,06:25,テレビ体操🈑,【出演】岡本美佳，舘野伶奈，吉江晴菜，新井庸太，【ピアノ】能條貴大
札幌,2 NHKEテレ..,2026-09-10,06:35,みんなのうた「WAになっておどろう 〜イレ アイエ〜」,90年代／「WAになっておどろう 〜イレ アイエ〜」うた：AGHARTA（1997年）
札幌,2 NHKEテレ..,2026-09-10,06:40,プチプチ・アニメ リコラ「カニきょうだいとキラキラさがし」,リコラは、小枝や木の実、ボトルのふたやあきかんで、なんでも作っちゃう森の元気なお友だち。ほら、聞こえてきたよ！ギコギコ！トン！カン！今日はどこへおでかけかな？
札幌,2 NHKEテレ..,2026-09-10,06:45,ピタゴラスイッチ ▽なにやら懐中電灯が登場するピタゴラ装置！？🈑,今回は「まきじゃくのジャック にたものどうし」「とうめい人間X」ほか。なにやら懐中電灯が活躍する装置も登場！
札幌,2 NHKEテレ..,2026-09-10,06:55,Eテレ0655 木曜日🈑,1日のはじまりをつくる5分番組『0655』。「日めくりアニメ」「おはようソング」などの楽しいコーナーで、あなたを送り出します
札幌,2 NHKEテレ..,2026-09-10,07:00,The Wakey Show 三重スペシャルWEEK（4）🈑,全国のこどもたちに向け、DJウェイキーとその仲間たちが、今日一日が楽しくなるinterestingな情報をお届けするエデュテインメントショウ！
札幌,2 NHKEテレ..,2026-09-10,07:20,アニメ はなかっぱ「コケヤンとおかん」「ソウジ木」🈑🈓,頭の上に花が咲くかっぱ「はなかっぱ」と個性豊かな仲間たち、そして謎の花「わか蘭」を狙う黒羽屋蝶兵衛一味が、緑いっぱいの「やまびこ村」で、てんやわんやの大騒ぎ！
札幌,2 NHKEテレ..,2026-09-10,07:30,みいつけた！ 木曜日🈑,4歳ごろから楽しみながら学べる教育的エンターテインメント番組。友達と遊ぶ楽しさ、命の不思議、できる喜び等さまざまな「発見」を通して楽しむことができる番組です。
札幌,2 NHKEテレ..,2026-09-10,07:45,おかあさんといっしょ 木曜日🈑,2歳ごろから楽しめる教育エンターテインメント番組。歌・体操・人形劇・アニメなど楽しいコーナーがいっぱい！幼児の情緒や表現、言葉や身体の成長を応援します。
札幌,2 NHKEテレ..,2026-09-10,08:10,いないいないばあっ！ 木曜日🈑,せんたくのお話がたくさん。ワンワンたちがせんたくものでゲームをしたり、「せんたくじゃぶじゃぶ」を歌うよ。ワンワン合唱部、完結編。どんな歌を見せてくれるのかな？
札幌,2 NHKEテレ..,2026-09-10,08:25,アニメ おじゃる丸「貧乏神の神様」🈑,千年前のヘイアンチョウから月光町にやってきたおじゃる丸が、小学生のカズマや町の人々、あとを追ってきた子鬼（おに）たちとゆかいな騒動（そうどう）をまきおこします。
札幌,2 NHKEテレ..,2026-09-10,08:35,でこぼこポン！“忘れ物をしない”ための発明品🈑,発達障害などの子が、ドラマやゲームで楽しくスキルアップ！今回は忘れ物を防ぐ方法について紹介する／出演：鳥居みゆき。声の出演：河合郁人ほか
札幌,2 NHKEテレ..,2026-09-10,08:45,プチプチ・アニメ こにぎりくん「プレゼント」,三角ボディにごま塩頭、元気なおにぎりの男の子、こにぎりくん。お友達のケロッケやペットのブロッコリーと、今日は何をして遊ぼうかな？
札幌,2 NHKEテレ..,2026-09-10,08:50,まいにちスクスク 親子で楽しむ公園遊び（1）公園遊具遊び🈑,健康、食事、遊びなど、子育ての気になる情報やちょっとしたお役立ちアイデアをお送りする「まいにちスクスク」！魔法の5分で、あなたの子育てがもっと楽しくなりますよ！
札幌,2 NHKEテレ..,2026-09-10,08:55,みんなのうた「マスク・ド・カメロ」,SPアンコール／「マスク・ド・カメロ」作詞：新藤晴一、作曲：岡野昭仁、編曲：立崎優介・田中ユウスケ・PORNOGRAFFITTI、うた：ポルノグラフィティ
札幌,2 NHKEテレ..,2026-09-10,09:00,ドスルコスル「こうする！災害への備え」🈖🈑,「世の中の課題とどう向き合う？」そのヒントを子どもたちに提示する番組。今回のこうする編は、災害に備え何をすればいいか、深く考える仙台の小学生を紹介。
札幌,2 NHKEテレ..,2026-09-10,09:10,姫とボクはわからないっ ちょ、著作権って何なのじゃ？の巻🈖🈑,ネットやスマホとのつきあい方を学べるドラマ。現代にタイムスリップした戦国の姫がボクの家に！迷子の愛犬を探すチラシが著作権侵害！？【出演】新津ちせ、藤森慎吾
札幌,2 NHKEテレ..,2026-09-10,09:20,Q〜こどものための哲学「なんでお母さんは化粧するの？」🈑,日本初の子ども向け哲学番組。少年Qくんが抱いた不満や願望に、ぬいぐるみのチッチがなぜそう思ったのかを問いかけ、対話をしながら、自分なりの答えを探求していく人形劇
札幌,2 NHKEテレ..,2026-09-10,09:35,えいごでがんこちゃん「どんな かたちにする？」🈖,ツムちゃんのお母さんに、クッキーの作り方を教えてもらうことに。丸、三角、四角、ハート型、星型などなど、いろいろな型があるけど、君はどんな形のクッキーにしたい？
札幌,2 NHKEテレ..,2026-09-10,09:40,エイゴビート2 What’s this？／これなあに？🈖,リズムに乗って体を動かし、楽しく英語を身につけよう！英語ビギナーのキッズが、習ったキーフレーズを引っさげて外国人との会話に挑戦。小学3、4年向け。出演・すみれ
札幌,2 NHKEテレ..,2026-09-10,09:50,小学生の基礎英語 on TV I went to Australia．🈖,サンシャイン池崎が小学生と英語をエンジョイ！街の外国人にインタビューしたり、海外の小学生とオンラインで話したり、小学校で学ぶ英語を使い楽しくコミュニケーション！
札幌,2 NHKEテレ..,2026-09-10,10:00,NHK高校講座 英語コミュニケーションⅠ 得意なことを伝えよう,さまざまな英語の表現を知って、英語でのコミュニケーションを楽しみましょう！ 出演：鞘師里保 Shizuka Rachel Anderson
札幌,2 NHKEテレ..,2026-09-10,10:20,NHK高校講座 ベーシック英語 あなたのお気に入りは？,中学校までの英語のつまずきポイントを基礎からしっかり学べる講座です。今回は、お気に入りのものやお気に入りの人について、質問する表現を学びます。
札幌,2 NHKEテレ..,2026-09-10,10:30,NHK高校講座 物理基礎 位置エネルギー🈑,おもりに引っ張られて歩くおもちゃを紹介するナナさん。このおもりのように「高いところにある物体はエネルギーを持つ」というが、どうしてそう言えるのだろうか。
札幌,2 NHKEテレ..,2026-09-10,10:50,NHK高校講座 ベーシック数学 2次方程式の利用🈑,方程式なんて将来使わないじゃん、という人がときどきいます。いえいえそんなことはありません。身近な題材を2次方程式で解いてみましょう。
