放送エリア,放送局,放送日,放送時間,番組名,番組概要
札幌,1 HBC,2026-09-21,04:05,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-09-21,05:20,THE TIME，🈑🈓アジア大会×VIVANT竜星涼＆チョッキー役オームに大歓声,台風25号が関東最接近！連休直撃で交通影響は？▽アジア大会開幕初日からメダルラッシュ▽連休中にインフル流行どこで診察▽timeleszに激震▽手帳に何書く...
札幌,1 HBC,2026-09-21,08:00,ラヴィット！VIVANTチョッキー参戦！ドミノ・ピザTOP10＆新ちゃんっていうゲーム🈑,"▼チョッキーの演技で、どのシチュエーションのセリフか見極めろ「新ちゃんっていうゲーム」
▼ドミノ・ピザ ヒットチャート10
▼ビリビリ！カプセルトイ ドボ..."
札幌,1 HBC,2026-09-21,09:55,テレビショッピング,お買い得な情報満載！
札幌,1 HBC,2026-09-21,10:25,ひるおび🈑亭主改造計画！25年前も出演した個性派パパが再挑戦▽台風25号関東接近へ,大好評！亭主改造計画！家族から不評の長髪パパを25年ぶりに改造！プロの技術でイケオジに劇的変身！▼台風25号関東接近へ 連休直撃…交通に影響は▼ニュースラ...
札幌,1 HBC,2026-09-21,11:20,3分クッキング🈑【紫キャベツサラダのボリュームサンド】,60年以上に亘り「簡単、便利でおいしい家庭料理」を届ける長寿番組。定番からおもてなしのメニューまで、旬の食材を活かした献立をお届けします。
札幌,1 HBC,2026-09-21,11:30,JNNニュース🈑,JNNが総力をあげて取材した道内・全国・世界の最新ニュースをお伝えします。
札幌,1 HBC,2026-09-21,11:55,ひるおび🈑【台風25号関東接近へ 連休直撃…交通機関に影響は▽アジア大会現地中継】,▽台風25号関東接近へ 連休直撃…交通機関に影響は？道路冠水のおそれも 各地の雨風ピークいつ？今後の台風進路は▽熱戦！アジア大会 現地から生中継
札幌,1 HBC,2026-09-21,12:30,アジア大会 愛知・名古屋   体操男子個人総合決勝・競泳ほか🈑🈓,体操男子個人総合に日本が世界に誇る2大エース橋本・岡が登場！いざアジア制覇へ！水泳界に現れた“北島康介2世”17歳大橋信、初のアジア制覇へ！いざ出陣！
札幌,1 HBC,2026-09-21,19:00,アジア大会 愛知・名古屋 🈑🈓,32年ぶりの日本開催！勝てばメダル確定！バレーボール女子準決勝は運命の日韓戦！和田＆佐藤Wエース率いる日本がライバル韓国との一戦に挑む！サッカー女子は予選...
札幌,1 HBC,2026-09-21,23:27,HBC天気予報,"道内の天気予報をお伝えします。
dボタンを押すとデータ放送でも、あなたの街・道内・全国の天気予報、市町村ごとの警報・注意報などがご覧いただけます。"
札幌,1 HBC,2026-09-21,23:30,news23🈑あなたと、あなたの身近な人にとって大切なニュースを,どこよりもわかりやすく、わかりやすい言葉で、色んな人の意見、色んな声、色んな視点と共にお伝えします。経験豊富な23ジャーナリストたちが、ニュースを深掘りします。
札幌,2 NHKEテレ..,2026-09-21,05:30,しあわせ気分のイタリア語（24）お別れ会を楽しく過ごす,使うとしあわせな気分になれるイタリア語の表現を楽しく学べる講座。美しいトスカーナの映像や文化特集が盛りだくさんです。
札幌,2 NHKEテレ..,2026-09-21,05:50,浮世絵EDO－LIFE 中秋の名月 「月見の宴」 その陰で…女同士の戦いが？🈑,中秋の名月にちなみ、今回は、月をめでながら海辺の座敷で繰り広げられた、色っぽい男女の世界をのぞいてみよう。笑顔の裏の女の戦いや男女の心模様を、満月が照らし出す。
札幌,2 NHKEテレ..,2026-09-21,05:55,美の壺 選「万福の果実 ぶどう」🈑,秋の味覚「ぶどう」はおいしさはもちろん、古くからさまざまな芸術作品に登場してきた。おいしさの秘密から、国宝の仏像の台座、染色、山ぶどうの籠（かご）までご紹介！
札幌,2 NHKEテレ..,2026-09-21,06:25,テレビ体操🈑,【出演】岡本美佳，吉江晴菜，福島波奈，新井庸太，森山雅斗，【ピアノ】能條貴大
札幌,2 NHKEテレ..,2026-09-21,06:35,みんなのうた「はじめての僕デス」／「passion」,放送開始65年企画！「はじめての僕デス」うた：宮本浩次（1976年）／「passion」うた：宮本浩次（2021年）
札幌,2 NHKEテレ..,2026-09-21,06:40,プチプチ・アニメ ニャッキ！「雪だるま」,マイペースだけど好奇心いっぱいのニャッキ。街のいたるところに出没しては、大冒険をくりひろげ、大ピンチ！なんてこともしばしば。今日はどんな冒険が待っているかな？
札幌,2 NHKEテレ..,2026-09-21,06:45,ピタゴラスイッチ▽どうぶつがいろいろでてきますSP2🈑,「どうぶつがいろいろでてきますSP2」です。「どうぶつのプログラム」「ぴきひきびきのうた」他。
札幌,2 NHKEテレ..,2026-09-21,06:55,Eテレ0655 月曜日🈑,1日のはじまりをつくる5分番組『0655』。「日めくりアニメ」「おはようソング」などの楽しいコーナーで、あなたを送り出します
札幌,2 NHKEテレ..,2026-09-21,07:00,The Wakey Show ベストセレクション🈑,全国のこどもたちに向け、DJウェイキーとその仲間たちが、今日一日が楽しくなるinterestingな情報をお届けするエデュテインメントショウ！
札幌,2 NHKEテレ..,2026-09-21,07:20,アニメ はなかっぱ「つねなりのライバル」「もっとちょーだい、はなかっぱ」🈑🈓,頭の上に花が咲くかっぱ「はなかっぱ」と個性豊かな仲間たち、そして謎の花「わか蘭」を狙う黒羽屋蝶兵衛一味が、緑いっぱいの「やまびこ村」で、てんやわんやの大騒ぎ！
札幌,2 NHKEテレ..,2026-09-21,07:30,みいつけた！ 月曜日🈑,4歳ごろから楽しみながら学べる教育的エンターテインメント番組。友達と遊ぶ楽しさ、命の不思議、できる喜び等さまざまな「発見」を通して楽しむことができる番組です。
札幌,2 NHKEテレ..,2026-09-21,07:45,おかあさんといっしょ 月曜日🈑,2歳ごろから楽しめる教育エンターテインメント番組。歌・体操・人形劇・アニメなど楽しいコーナーがいっぱい！幼児の情緒や表現、言葉や身体の成長を応援します。
札幌,2 NHKEテレ..,2026-09-21,08:10,いないいないばあっ！ 月曜日🈑,楽しい音がたくさん。たいこ、木琴・・・。パクパクさんのコンサートにパクこさん大興奮。でも、アンコールを待たずに、別のコンサートへ！？▼ピカピカブ〜！ほか。
札幌,2 NHKEテレ..,2026-09-21,08:25,アニメ おじゃる丸「電ボ プリンを落とす」🈑,千年前のヘイアンチョウから月光町にやってきたおじゃる丸が、小学生のカズマや町の人々、あとを追ってきた子鬼（おに）たちとゆかいな騒動（そうどう）をまきおこします。
札幌,2 NHKEテレ..,2026-09-21,08:35,にほんごであそぼ「試み」🈑🈓,書道で学ぶにほんご（青柳美扇）・立体紙切り（辻笙）・ぐうたらちんたら／試み、朗読（高杉真宙）、漢字カードバトル、うた「ねえ、アリス」
札幌,2 NHKEテレ..,2026-09-21,08:45,ミニアニメ チキップダンサーズ「ばいばい ほねチキン」,箱におくりものをつめるつむぎちゃん。その中で遊ぶほねチキン。やがてふたが閉じられ、ほねチキンが入ったま運び出されていきます。長い移動のすえ、箱から出るとそこは…
札幌,2 NHKEテレ..,2026-09-21,08:50,てれび絵本「ラージャのカレー」🈑,南の島に住むラージャはカレー作りの名人。朝、すずしいうちからカレー作りが始まり、大きなナベでグツグツグツグツにこみます。おいしいにおいがプ〜〜〜ンとただよい…。
札幌,2 NHKEテレ..,2026-09-21,08:55,みんなのうた「Umm」／「あっ！」,「Umm」うた：sumika、アニメ：かずきおえかき／「あっ！」うた：YONA YONA WEEKENDERS、アニメ：いよりさき
札幌,2 NHKEテレ..,2026-09-21,09:00,映画 おしりたんてい カレーなるじけん🈑,エクセレントな推理と必殺技で、どんな事件もププッと解決！「おしりたんてい」劇場版第一弾。消えたカレーのスパイスの謎を、かれいに解き明かす。
札幌,2 NHKEテレ..,2026-09-21,09:30,みんな集まれ！こどもうたまつり 敬老の日スペシャル🈑🈞,Eテレのキャラクター・出演者が大集合する特集番組「こどもうたまつり」。今回は敬老の日スペシャル。おじいさん、おばあさんだけでなくみんなに感謝をこめて歌をお届け！
